SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AMAR SINGH RAI,All India Trinamool Congress,335793,831,336624,26.56
2,RAJU BISTA,Bharatiya Janata Party,744657,5410,750067,59.19
3,Sankar Malakar,Indian National Congress,64744,442,65186,5.14
4,SAMAN PATHAK,Communist Party of India (Marxist),50446,78,50524,3.99
5,SUDIP MANDAL,Bahujan Samaj Party,2232,27,2259,0.18
6,CHRISTOPHER GAHATRAJ,Indian Democratic Republican Front,1670,8,1678,0.13
7,TANMAY DUTTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1445,4,1449,0.11
8,DIPAK KUMAR ROY,Kamatapur People’s Party (United),1525,14,1539,0.12
9,BHARAT DONG,Gorkha Rashtriya Congress,2927,25,2952,0.23
10,SUNIL PANDIT,Rashtriya Janasachetan Party (R.J.P.),1486,19,1505,0.12
11,HARKA BAHADUR CHHETRI,All India Jana Andolan Party,6364,131,6495,0.51
12,AJAY DAHAL,Independent,2189,10,2199,0.17
13,RESEEKA CHETTRI,Independent,3281,78,3359,0.27
14,DIGBIJAY MANDAL,Independent,4115,2,4117,0.32
15,NIRODE CHANDRA ADHIKARY,Independent,10718,1,10719,0.85
16,RAJESH SINGH,Independent,15972,1,15973,1.26
17,NOTA,None of the Above,10561,64,10625,0.84
,Total, ,1260125,7145,1267270,
