SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PATEL DHARMESHBHAI BHIMBHAI,Indian National Congress,281663,1408,283071,21.64
2,C. R. Patil,Bharatiya Janata Party,969430,3309,972739,74.37
3,VINEETA ANIRUDDH SINH,Bahujan Samaj Party,9331,35,9366,0.72
4,AMRUTHAM NARSAIAH PAPAIAH,Pyramid Party of India,826,3,829,0.06
5,Dr. KANUBHAI KHADADIYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),725,0,725,0.06
6,JAVADKHAN PATHAN,Yuva Sarkar,573,1,574,0.04
7,JITENDRABHAI PREMNATH MISHRA,Sanyukt Vikas Party,540,0,540,0.04
8,PASVAN VIRENDRA,Bharatiya Bahujan Congress,495,2,497,0.04
9,SHARMA RAJMAL MOHANLAL (GABBAR),Svatantra Bharat Satyagrah Party,569,1,570,0.04
10,SHRIPRAKASH SHUKLA,Bhartiya Shakti Chetna Party,613,0,613,0.05
11,SACHIN G. KINDA,Rashtriya Nav Nirman Bharat Party,808,3,811,0.06
12,HIRAMANIBEN,Rashtriya Samaj Paksha,3013,3,3016,0.23
13,ANISHBHAI GAFFARBHAI BHIMANI (Ganibhai),Independent,1049,0,1049,0.08
14,KHAN HEENABEGUM KAMRUDDIN,Independent,1745,0,1745,0.13
15,GOVINDBHAI LAXMANBHAI RATHOD,Independent,4189,6,4195,0.32
16,CHANDANSINH SHIVVADANSINH THAKUR,Independent,5982,2,5984,0.46
17,CHAUHAN NILESHKUMAR,Independent,2914,3,2917,0.22
18,JAVID AHMAD SHEKH,Independent,2480,0,2480,0.19
19,JAIN RAJENDRAKUMAR ANILKUMAR,Independent,2104,0,2104,0.16
20,PATEL NAVINKUMAR SHANKARBHAI,Independent,596,1,597,0.05
21,RAMJAN MANSURI - PATRAKAR,Independent,577,0,577,0.04
22,SHAIKH SAEED INAYAT PATRAKAR,Independent,1029,0,1029,0.08
23,SHEKH HAMID RAMJAN,Independent,662,1,663,0.05
24,SAIYAD MEHMUD AHMAD,Independent,795,2,797,0.06
25,SOHILKHAN HASHIMKHAN (Sohil Panchar),Independent,1495,2,1497,0.11
26,NOTA,None of the Above,8878,155,9033,0.69
,Total, ,1303081,4937,1308018,
