SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANIL FIROJIYA,Bharatiya Janata Party,790207,1456,791663,63.21
2,BABULAL MALVIYA,Indian National Congress,425509,517,426026,34.01
3,SATISH PARMAR,Bahujan Samaj Party,10652,46,10698,0.85
4,MAHESH MARMAT,Shivsena,1527,6,1533,0.12
5,RAMCHANDRA PARMAR,Bahujan Mukti Party,937,3,940,0.08
6,AMBARAM PARMAR CHANDRAVANSHI,Independent,4873,4,4877,0.39
7,TILAKRAJ AHIRWAR,Independent,1437,1,1438,0.11
8,BANESINGH PARMAR,Independent,1798,1,1799,0.14
9,DR. SAGAR SOLANKI,Independent,3337,3,3340,0.27
10,NOTA,None of the Above,10188,9,10197,0.81
,Total, ,1250465,2046,1252511,
