SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"JITTU KHARE ""BADAL""",Bahujan Samaj Party,45822,26,45848,3.94
2,PRATAP SINGH,Indian National Congress,351016,97,351113,30.16
3,PRAHALAD SINGH PATEL,Bharatiya Janata Party,704221,303,704524,60.51
4,THAKURDAS PATEL (T.D. PATEL),Pragatishil Samajwadi Party (Lohia),9505,0,9505,0.82
5,MANU SINGH MARAVI,Gondvana Gantantra Party,3508,1,3509,0.3
6,MANVENDRA SINGH BITTU BHAIYA,Hindusthan Nirman Dal,1510,0,1510,0.13
7,MAN SINGH LODHI,Bhartiya Shakti Chetna Party,8316,1,8317,0.71
8,RICHA PURSHOTTAM CHOUBEY (HARIOM),Sapaks Party,1910,2,1912,0.16
9,VIKAS NAGVANSHI,Bharat Prabhat Party,1499,0,1499,0.13
10,SHARADA PARSAD PATEL,Pichhara Samaj Party United,2304,0,2304,0.2
11,ANANT LAL BASOR,Independent,2538,0,2538,0.22
12,KAMLESH ASATI,Independent,3048,0,3048,0.26
13,DEVI YADAV,Independent,4607,0,4607,0.4
14,PRAHLAD PATEL,Independent,10836,1,10837,0.93
15,PRAHLAD BHAIYA,Independent,5499,0,5499,0.47
16,NOTA,None of the Above,7653,3,7656,0.66
,Total, ,1163792,434,1164226,
