SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KRIPANATH MALLAH,Bharatiya Janata Party,471946,1100,473046,44.62
2,CHANDAN DAS,All India Trinamool Congress,4848,22,4870,0.46
3,RADHESHYAM BISWAS,All India United Democratic Front,434519,138,434657,41
4,SWARUP DAS,Indian National Congress,120293,159,120452,11.36
5,AJOY KUMAR SARKAR,All India Forward Bloc,1537,1,1538,0.15
6,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2518,1,2519,0.24
7,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,1,1166,0.11
8,ANUPAM SINGHA,Independent,1057,12,1069,0.1
9,PARIKSHIT ROY,Independent,2765,0,2765,0.26
10,RABINDRA CHANDRA DAS,Independent,1714,5,1719,0.16
11,RAJU DAS,Independent,2107,4,2111,0.2
12,RAMNARAYAN SUKLABAIDYA,Independent,1795,0,1795,0.17
13,SATYAJIT DAS,Independent,2986,2,2988,0.28
14,HARILAL RABIDAS,Independent,2821,1,2822,0.27
15,NOTA,None of the Above,6548,7,6555,0.62
,Total, ,1058619,1453,1060072,
