SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PABAN SINGH GHATOWAR,Indian National Congress,294663,354,295017,29.04
2,RAMESWAR TELI,Bharatiya Janata Party,657983,1600,659583,64.94
3,DR. TITUS BHENGRA,Bahujan Mukti Party,6930,3,6933,0.68
4,BHABEN BARUAH,National People's Party,9687,31,9718,0.96
5,APURBA SAIKIA,Independent,3790,21,3811,0.38
6,ISRAIL NANDA,Independent,5684,3,5687,0.56
7,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5598,1,5599,0.55
8,RUBUL BURAGOHAIN,Independent,8102,10,8112,0.8
9,NOTA,None of the Above,21240,48,21288,2.1
,Total, ,1013677,2071,1015748,
