SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Konda Vishweshwar Reddy,Indian National Congress,513180,651,513831,39.52
2,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,527878,270,528148,40.62
3,B. Janardhan Reddy,Bharatiya Janata Party,201664,296,201960,15.53
4,Vijay Aarya,Bahujan Samaj Party,4856,4,4860,0.37
5,Giri Kummari,Pyramid Party of India,859,0,859,0.07
6,Korra Pandu Naik,Bahujan Mukti Party,767,0,767,0.06
7,Gurram Papi Reddy,Ambedkar National Congress,606,1,607,0.05
8,Chepuri Raju,Dalita Bahujana Party,1103,0,1103,0.08
9,Nalla Prem Kumar,Prem Janata Dal,1223,0,1223,0.09
10,Palamakula Madhu,India Praja Bandhu Party,1114,0,1114,0.09
11,Baswaiah Madiga,Prajaa Swaraaj Party,4179,0,4179,0.32
12,Bennala Julee,National Women's Party,2148,7,2155,0.17
13,Ragam Sathesh Yadav,All India Forward Bloc,1458,0,1458,0.11
14,Ija Venkatesh Goud,Social Justice Party of India,1523,0,1523,0.12
15,Vanam Sudhakar,Marxist Communist Party of India (United),6225,1,6226,0.48
16,A.A. Sabri,Independent,4514,0,4514,0.35
17,Anusha Keshavabhatla,Independent,3858,2,3860,0.3
18,Yedla Suresh,Independent,6732,0,6732,0.52
19,Jaidupally Yadaiah,Independent,1396,0,1396,0.11
20,T. Durga Prasad,Independent,1078,0,1078,0.08
21,P. Purushotham,Independent,1805,0,1805,0.14
22,G. Ravi Kumar Yadav,Independent,781,0,781,0.06
23,Sanem Raju Goud,Independent,771,0,771,0.06
24,NOTA,None of the Above,9235,9,9244,0.71
,Total, ,1298953,1241,1300194,
